Loyalty_Card,Implied_Gender,Residence_Type,Age,Discount_Prg,Celebrated_Valentines,Pregnancy_Test,Birth_Control,Feminine_Hygiene,ThanksGiving_Shopping,Number_Shopping_trips,Folic_Acid,Prenatal_Vitamins,Prenatal_Yoga,Body_Pillow,Ginger_Ale,Nausea_tablets,Stopped_buying_ciggies,Cigarettes,Smoking_Cessation,Stopped_buying_wine,Wine,Maternity_Clothes,PREGNANT
WalG845274,Female,Home,72,No,No,No,No,No,No,103,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845274,Male,Apartment,26,No,No,No,Yes,No,No,48,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845275,Female,Home,77,No,No,No,No,Yes,No,62,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845277,Male,PO Box,54,No,No,No,No,No,No,44,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845278,Male,Apartment,44,No,No,No,Yes,No,No,27,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845279,Unknown,Apartment,36,Yes,Yes,No,No,No,No,65,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
WalG845280,Male,PO Box,78,No,No,No,Yes,No,No,74,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845282,Female,Apartment,25,No,No,No,No,Yes,No,91,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845283,Female,Apartment,54,No,No,No,No,No,No,64,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845283,Female,Apartment,34,Yes,No,No,No,No,No,34,No,No,No,No,No,No,Yes,No,No,No,No,No,No
WalG845284,Unknown,Home,62,No,No,No,No,No,No,78,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845284,Male,Home,29,No,No,No,Yes,Yes,Yes,70,No,Yes,No,No,No,No,No,No,No,No,No,No,No
WalG845285,Female,Home,61,No,No,No,No,No,No,52,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845287,Male,Home,28,No,No,No,No,Yes,No,59,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845288,Male,PO Box,76,No,No,No,No,No,No,39,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845289,Male,Home,57,No,No,No,No,No,No,78,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845290,Female,Apartment,70,No,No,No,No,No,No,46,No,No,No,No,No,No,No,No,No,Yes,No,No,No
WalG845292,Unknown,Home,36,No,No,No,No,Yes,No,82,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845293,Male,PO Box,50,No,No,No,Yes,No,No,54,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845293,Female,Apartment,50,No,No,No,No,Yes,No,104,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845294,Female,Home,27,No,No,No,No,No,No,70,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845294,Male,PO Box,30,No,No,No,No,Yes,No,104,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845295,Male,Home,38,No,No,No,No,Yes,No,58,No,No,No,Yes,No,No,No,No,No,No,No,No,No
WalG845297,Male,Home,46,No,No,No,No,No,No,102,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845298,Male,Home,56,No,No,No,No,No,No,32,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845299,Female,Home,67,No,No,No,No,No,No,59,No,No,No,No,No,No,No,No,Yes,No,No,No,No
WalG845300,Female,Apartment,47,No,No,No,No,No,Yes,83,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845300,Female,Home,60,No,No,No,No,No,No,102,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845302,Female,Apartment,66,No,Yes,No,No,No,No,58,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes
WalG845302,Female,Apartment,66,No,No,No,No,No,No,54,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845303,Unknown,Home,60,No,No,No,No,No,No,71,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845303,Male,Home,40,No,No,No,No,No,No,54,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845303,Female,Home,26,No,No,No,No,No,No,42,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845303,Female,PO Box,73,No,No,No,No,No,No,73,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845304,Unknown,Home,75,No,No,No,No,No,No,90,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845304,Female,Apartment,42,No,No,No,No,No,No,99,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845304,Male,Home,48,No,No,No,Yes,No,No,27,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845304,Male,Home,40,No,No,No,No,No,No,79,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845305,Female,Apartment,55,No,No,No,No,No,No,64,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845305,Female,Apartment,74,No,No,No,No,No,No,99,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845307,Female,Home,32,No,No,No,No,No,No,54,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
WalG845307,Unknown,Home,73,No,No,No,No,No,No,42,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845308,Female,Home,59,No,No,Yes,No,No,No,38,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845308,Female,Home,67,No,No,No,No,No,No,69,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845309,Male,Home,71,Yes,Yes,No,No,No,Yes,99,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes
WalG845309,Male,PO Box,59,No,No,No,No,No,No,53,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845320,Female,Apartment,78,No,No,No,No,No,No,26,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845320,Female,Home,47,No,No,No,No,No,No,32,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845322,Male,Apartment,48,No,Yes,No,No,No,No,69,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes
WalG845322,Female,Apartment,71,No,No,No,Yes,No,No,84,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845323,Female,Apartment,61,No,No,No,No,No,No,80,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845323,Unknown,Home,49,Yes,No,No,No,No,No,27,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes
WalG845323,Female,Apartment,70,No,No,No,No,No,No,71,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
WalG845323,Female,Apartment,22,No,No,No,Yes,Yes,No,94,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845324,Female,Home,30,Yes,No,No,No,No,No,64,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
WalG845324,Female,Apartment,46,No,No,No,No,No,No,86,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes
WalG845324,Male,Apartment,59,No,No,No,Yes,No,No,90,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845324,Male,Home,34,No,No,No,No,No,No,40,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845325,Female,Home,56,No,No,No,No,No,No,100,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
WalG845325,Female,Home,58,No,No,No,No,No,No,72,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845327,Female,Home,62,No,No,No,No,Yes,No,33,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes
WalG845327,Male,Home,46,No,No,No,No,No,No,96,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845328,Male,Home,50,No,No,Yes,No,No,No,52,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes
WalG845328,Female,Home,25,No,No,No,No,No,No,70,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845329,Female,Home,73,Yes,No,No,No,No,No,86,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG845329,Female,Apartment,67,No,No,No,No,No,No,37,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845330,Unknown,Home,69,No,No,No,No,No,No,100,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845330,Female,Apartment,61,No,Yes,No,No,No,No,38,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes
WalG845330,Female,Home,27,No,No,No,No,Yes,No,42,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845330,Female,Home,38,No,No,No,No,No,No,35,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845332,Male,PO Box,67,Yes,No,No,No,No,No,71,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG845332,Male,Home,25,No,Yes,No,No,No,No,52,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845332,Female,Apartment,27,No,No,No,No,Yes,No,37,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845332,Male,Apartment,29,No,No,No,No,No,No,72,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845333,Female,Home,46,No,Yes,No,No,No,Yes,27,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes
WalG845333,Female,Home,74,No,Yes,No,No,Yes,Yes,53,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845333,Male,PO Box,74,No,No,No,No,No,No,71,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845333,Unknown,Apartment,67,Yes,No,No,No,No,No,43,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG845333,Male,Home,60,No,No,No,Yes,No,No,76,No,No,No,No,No,No,No,No,No,Yes,No,No,No
WalG845333,Female,Home,53,No,Yes,No,Yes,No,No,96,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
WalG845333,Male,Apartment,50,No,No,No,No,No,No,63,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845333,Female,Home,24,No,No,No,Yes,No,No,81,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845334,Male,Home,33,No,No,Yes,No,No,Yes,51,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845334,Male,Home,61,No,No,No,No,No,No,97,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845334,Female,Home,73,No,No,No,No,No,Yes,94,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845334,Male,Apartment,34,No,Yes,No,No,No,No,80,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes
WalG845334,Male,Home,25,No,No,No,No,No,No,71,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
WalG845334,Female,PO Box,64,No,No,No,Yes,No,No,30,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845334,Female,Apartment,64,No,No,No,Yes,No,No,35,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845334,Female,Home,44,No,No,No,No,No,No,78,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845335,Male,Apartment,71,No,No,No,No,No,No,40,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845335,Female,PO Box,48,Yes,Yes,Yes,No,No,No,28,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes
WalG845335,Female,Home,31,No,No,No,No,No,No,104,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845335,Male,Apartment,43,No,No,No,No,No,No,89,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845337,Female,Apartment,76,No,Yes,No,No,No,No,75,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845337,Male,PO Box,71,No,Yes,Yes,Yes,Yes,No,52,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes
WalG845337,Female,Apartment,27,No,No,No,Yes,No,No,86,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845337,Male,PO Box,24,No,No,No,Yes,No,No,98,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845338,Male,PO Box,56,No,No,No,No,No,No,41,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845338,Female,Home,34,No,No,No,No,No,No,63,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes
WalG845338,Female,Apartment,57,No,No,No,No,No,No,97,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845338,Male,Apartment,71,No,No,No,No,No,No,40,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845338,Female,Apartment,38,No,No,No,No,No,No,42,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes
WalG845338,Unknown,Apartment,73,Yes,No,No,No,No,Yes,60,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG845338,Male,Home,54,No,No,No,Yes,No,No,38,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845338,Male,Home,75,No,No,No,No,No,No,70,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845338,Female,Apartment,28,No,No,No,No,Yes,No,63,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845338,Male,PO Box,48,No,No,No,Yes,No,Yes,54,No,Yes,No,No,No,No,No,No,No,No,No,No,No
WalG845338,Male,Home,75,No,No,No,No,Yes,No,60,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845338,Male,Apartment,62,No,No,No,Yes,No,No,79,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845339,Female,Apartment,39,No,No,No,No,No,Yes,87,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845339,Female,Apartment,43,No,No,No,No,No,Yes,62,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845339,Male,Home,65,No,No,No,No,No,No,59,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845339,Male,Apartment,69,No,No,No,No,Yes,Yes,26,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No
WalG845340,Male,Apartment,59,No,Yes,No,No,No,Yes,96,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes
WalG845340,Female,Apartment,23,No,No,No,No,No,Yes,29,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845340,Female,Home,51,No,No,No,Yes,No,No,30,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845340,Male,Apartment,62,Yes,No,No,No,No,No,42,No,No,No,No,No,No,Yes,No,No,No,No,No,No
WalG845342,Female,Apartment,48,No,No,No,No,No,No,67,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845342,Female,Apartment,43,No,No,No,No,No,No,80,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes
WalG845342,Male,Apartment,76,No,No,No,Yes,No,No,65,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845342,Male,Apartment,74,No,No,No,Yes,No,No,57,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845343,Female,Apartment,23,No,No,Yes,No,No,No,73,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845343,Female,Home,37,No,No,No,No,No,No,65,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845343,Female,Home,58,No,No,Yes,No,No,No,78,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes
WalG845343,Female,Home,58,Yes,No,No,No,No,No,57,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes
WalG845343,Male,Home,71,No,No,No,No,No,No,100,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845343,Female,Home,42,No,No,No,No,No,No,28,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845343,Female,Apartment,50,No,No,No,No,Yes,No,76,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845343,Male,Home,77,No,No,No,No,No,No,83,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845345,Male,Apartment,75,No,No,No,No,No,No,75,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845345,Female,Home,37,No,No,Yes,No,No,No,37,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
WalG845345,Male,Home,66,No,No,No,Yes,No,No,40,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845345,Male,Home,31,No,No,No,No,No,No,92,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845347,Male,Apartment,56,No,No,No,No,No,No,50,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes
WalG845347,Female,Apartment,59,No,No,No,No,No,No,61,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845347,Female,Apartment,68,No,No,No,Yes,No,No,102,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845347,Female,Home,73,No,No,No,No,No,No,38,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845348,Female,Apartment,78,No,No,No,No,No,No,67,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845348,Female,Apartment,76,No,No,No,No,No,Yes,84,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845348,Female,Apartment,56,No,No,No,No,No,No,53,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845348,Male,Home,26,No,No,No,No,No,No,50,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845349,Male,Home,22,No,Yes,No,No,No,No,46,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes
WalG845349,Female,Home,47,No,No,No,No,No,No,77,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845349,Male,Apartment,30,No,No,No,Yes,No,No,52,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845349,Male,Home,41,No,No,No,No,No,No,102,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845350,Male,Apartment,78,Yes,No,No,No,No,No,89,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes
WalG845350,Female,Home,39,No,No,No,No,No,No,59,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845352,Female,Apartment,71,No,No,No,Yes,No,No,74,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
WalG845352,Female,Home,38,No,No,No,No,Yes,No,102,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845353,Female,Apartment,54,No,No,No,No,No,No,46,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845353,Female,Apartment,50,No,No,No,No,No,Yes,32,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes
WalG845353,Male,Home,32,No,No,No,Yes,No,No,49,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845353,Female,Apartment,27,No,No,No,Yes,No,No,26,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845354,Male,Home,61,No,Yes,No,No,No,Yes,100,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes
WalG845354,Female,Apartment,28,No,Yes,No,No,No,No,67,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845354,Female,Apartment,53,No,No,No,No,No,No,104,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845354,Female,Apartment,69,No,No,No,No,No,No,52,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845355,Unknown,Home,56,No,No,Yes,No,No,No,87,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845355,Male,Apartment,53,No,No,No,No,No,No,47,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
WalG845357,Male,Home,77,No,No,Yes,No,No,No,47,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes
WalG845357,Male,PO Box,26,No,No,No,Yes,No,No,74,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
WalG845358,Female,Home,32,No,No,No,No,No,No,34,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845358,Female,PO Box,74,No,No,No,No,No,No,77,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845359,Female,Apartment,63,No,No,No,No,No,No,70,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
WalG845359,Male,Apartment,24,No,No,No,No,Yes,No,68,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845370,Female,Home,74,No,Yes,No,No,No,No,81,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
WalG845370,Male,Home,25,No,No,No,No,No,No,44,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845372,Female,Home,59,Yes,No,No,No,No,No,55,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG845372,Female,Home,66,No,No,No,No,No,No,55,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845373,Male,Home,70,Yes,No,No,No,No,No,28,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG845373,Female,Home,22,Yes,No,No,No,No,Yes,50,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG845373,Female,Apartment,68,No,No,No,No,No,No,98,No,No,No,No,No,Yes,No,No,No,No,No,No,No
WalG845373,Male,Apartment,76,No,No,No,No,No,No,33,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845374,Female,Home,69,No,Yes,Yes,No,No,No,61,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes
WalG845374,Unknown,Home,45,No,No,No,No,No,No,31,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
WalG845374,Male,Apartment,32,No,No,No,No,Yes,No,48,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845374,Female,Home,32,No,No,No,No,No,No,55,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845375,Female,Home,77,No,Yes,No,No,No,No,95,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845375,Female,Home,62,No,No,No,Yes,No,No,91,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845377,Male,Home,56,No,No,No,No,No,No,52,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845377,Male,Apartment,56,No,No,No,Yes,No,No,64,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845378,Female,Home,59,No,No,No,No,No,No,30,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845378,Male,Home,60,No,No,No,No,No,No,102,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
WalG845379,Female,Home,57,No,Yes,Yes,No,No,No,60,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes
WalG845379,Male,Home,43,No,No,No,No,Yes,Yes,103,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
WalG845380,Female,Apartment,78,No,No,No,No,No,Yes,89,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes
WalG845380,Male,Home,41,No,No,No,No,Yes,No,33,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845380,Unknown,Apartment,26,No,No,No,Yes,No,No,73,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845380,Female,Home,22,No,No,No,No,No,No,36,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845380,Female,Home,38,No,No,No,No,No,No,43,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845380,Female,Apartment,30,No,No,No,No,No,No,36,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845382,Female,Home,28,No,No,No,No,No,No,101,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845382,Female,PO Box,34,No,No,No,No,No,No,30,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845382,Unknown,Home,67,No,No,No,No,Yes,No,31,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845382,Male,Apartment,27,No,No,No,Yes,No,No,37,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845382,Male,Home,38,No,No,No,No,No,No,77,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845382,Female,Apartment,61,No,No,No,No,No,No,67,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845383,Female,Apartment,26,No,No,No,No,No,No,69,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845383,Male,Home,63,No,No,No,No,No,Yes,69,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845383,Male,Apartment,57,No,No,No,Yes,No,No,90,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845383,Female,Home,24,No,No,No,No,No,No,66,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
WalG845383,Male,PO Box,34,No,No,No,No,No,No,28,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845383,Female,PO Box,77,No,No,No,No,No,No,90,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845383,Male,Apartment,67,No,No,No,Yes,Yes,No,53,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845383,Female,Home,43,No,No,No,Yes,Yes,No,49,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845383,Male,Home,44,No,No,No,No,No,No,92,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845383,Female,PO Box,67,No,No,No,No,No,No,28,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845383,Male,PO Box,37,No,No,No,Yes,No,No,60,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845383,Unknown,Home,59,No,No,No,Yes,No,No,57,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845384,Female,Home,36,No,No,Yes,No,No,No,90,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845384,Female,Home,72,No,No,No,Yes,No,No,94,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845384,Male,Apartment,46,No,No,No,No,No,No,73,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845384,Female,Apartment,70,Yes,No,No,No,No,No,31,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
WalG845384,Female,Apartment,44,No,No,No,No,No,No,96,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845384,Female,Apartment,32,No,No,No,No,No,No,72,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845384,Female,Home,72,No,No,No,No,Yes,No,58,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845384,Female,Home,62,No,No,No,No,No,No,79,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845384,Female,Apartment,43,No,No,No,Yes,No,No,52,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845384,Unknown,Home,43,No,No,No,No,No,No,62,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845384,Female,PO Box,27,No,No,No,No,No,Yes,88,No,Yes,No,No,No,No,No,No,No,No,No,No,No
WalG845384,Female,Apartment,58,No,No,No,No,No,No,32,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845385,Male,Apartment,75,Yes,No,No,No,No,Yes,34,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes
WalG845385,Female,Home,24,No,No,No,No,No,No,56,Yes,No,No,No,No,No,No,No,No,No,No,No,No
WalG845385,Male,Home,50,Yes,No,No,Yes,No,No,45,No,No,No,No,No,No,Yes,No,No,No,No,No,No
WalG845385,Female,Apartment,42,No,No,No,No,Yes,No,94,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845385,Male,Home,44,No,No,No,No,Yes,No,42,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845385,Female,Home,27,No,No,No,No,Yes,No,28,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
WalG845387,Female,Home,52,No,No,Yes,No,No,No,37,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845387,Female,Home,29,No,No,No,No,No,No,86,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845387,Female,Apartment,24,No,No,No,No,No,No,40,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845387,Female,Home,62,No,No,No,No,No,No,46,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845387,Male,Home,51,No,Yes,No,No,Yes,No,68,No,No,No,No,No,No,No,No,No,No,No,Yes,No
WalG845387,Female,PO Box,54,No,No,No,Yes,No,No,52,No,No,No,No,No,No,No,No,No,No,No,No,No
